env_mean,skewness,autocorr_peak,freq_centroid,mod_bandwidth,cumulant_c42,freq_hop_entropy,sparse_tf_peak,wavelet_entropy,inst_freq_mean,tf_sparsity,class
3.4633331820127973,0.0144348250075484,0.4393628400799969,11366970.861553892,32558139.53488372,25624.35962791073,6.132415,13.022725,82.95207405090332,10605385.003815686,565.294254879153,0
3.4444777370629094,0.0238158790698941,0.4397783063594663,11367503.230117662,32248062.01550388,25599.378352916992,6.1250663,12.664733,82.9521369934082,10607373.702037672,562.8104113467318,0
3.464679795902992,0.0233493983351833,0.4363549191373972,11353664.797154106,32248062.01550388,25596.316660291704,6.1268196,11.875475,82.94749355316162,10596495.353676742,562.4694568232909,0
3.037720456902778,-0.005002961,0.125326119631321,10676122.19490588,40000000,7.894221354840738,6.9087753,1.5886723,83.57631015777588,10573874.92539004,862.9123044270926,0
3.040705104473308,-0.00894201,0.1284778268910078,10670849.21854153,40000000,8.878442996719969,6.907728,1.677294,83.57328224182129,10573957.721701115,861.7882527348972,0
3.077263206683248,-0.007725507,0.14590440252552,10665833.211186234,40000000,12.706515054721647,6.8986425,1.6172521,83.55795097351074,10569151.562042711,856.5597431408132,0
3.0587997655248955,-0.003794838,0.1341427588085062,10706485.552827245,40000000,8.77775052576294,6.899285,1.5704569,83.56662559509277,10595797.280407012,859.0478333918572,0
3.089987771875737,0.0017215823957976,0.1467789106563152,10694362.931258466,40000000,12.41935150666268,6.893883,1.5687708,83.55540752410889,10590735.825685566,854.9071484892421,0
3.05156013058223,0.0046183549310378,0.130028938245125,10711507.113505026,40000000,8.32165501323584,6.9002166,1.5378975,83.56952571868896,10593659.41240044,859.6073405442023,0
3.009302240910212,0.0039179369335245,0.1107280385294882,10721346.176183617,40000000,4.187358730374399,6.9062243,1.6308773,83.58979511260986,10597642.143763138,865.4999546280162,0
2.9912077596375117,0.0034628896348103,0.1073652712181738,10699159.275210092,40000000,4.258797638223768,6.910782,1.6479756,83.59754848480225,10578786.677999202,867.8697393466532,0
4.230587080339896,-0.008688711,0.3672395627555901,11084754.918995904,28527131.782945734,1033.3180694800803,6.020134,3.2835815,83.0145845413208,10674167.683898184,657.692521303358,0
4.231329011130228,-0.007517625,0.3673607530334359,11085937.015036289,28527131.782945734,1033.2724634344604,6.020094,3.1914222,83.01736736297607,10682260.659624416,657.7222822609112,0
4.233619277693723,-0.00782904,0.3676684325874866,11085629.45220717,28837209.30232558,1032.853821709592,6.020835,3.1281874,83.01922035217285,10676426.45945285,657.9540611077979,0
4.265764986393948,-0.008522017,0.3577040577630249,11048603.873458728,31007751.937984496,1030.6041155674757,6.0449905,3.1750257,82.98987483978271,10647801.876999788,658.1555056335882,0
2.992298829921653,0.0034662789676981,0.1256496900845406,10617331.305026408,40000000,8.401544718206424,6.910118,2.1542628,83.58003902435303,10554966.98184108,866.2454501504882,0
3.041089654801215,-0.002300183,0.136350943344854,10529444.27141392,40000000,19.89673832205085,6.901498,2.3138094,83.53281784057617,10530868.93232758,858.0614159104111,0
3.082343111540715,-0.003324952,0.1424042846047967,10449953.012861343,40000000,28.001532898109872,6.8896217,2.4713228,83.49270629882812,10500725.901222335,850.6702123397464,0
3.050788635318625,-0.005458751,0.1353471744361296,10529151.181204217,40000000,20.33484057393366,6.9008684,2.1409988,83.52297878265381,10528051.269254992,856.4681093224491,0
3.08638777561866,-0.005773184,0.1113129869514217,10567360.678793414,40000000,27.365424306790374,6.902953,2.2794259,83.50189685821533,10538078.344556976,851.1314988778079,0
,,,,,,,,,,,
,,,,,,,,,,,
